"global_step","honest-sweep-20 - _step","honest-sweep-20 - _step__MIN","honest-sweep-20 - _step__MAX","honest-sweep-20 - rewards/step","honest-sweep-20 - rewards/step__MIN","honest-sweep-20 - rewards/step__MAX","upbeat-sweep-19 - _step","upbeat-sweep-19 - _step__MIN","upbeat-sweep-19 - _step__MAX","upbeat-sweep-19 - rewards/step","upbeat-sweep-19 - rewards/step__MIN","upbeat-sweep-19 - rewards/step__MAX","easy-sweep-13 - _step","easy-sweep-13 - _step__MIN","easy-sweep-13 - _step__MAX","easy-sweep-13 - rewards/step","easy-sweep-13 - rewards/step__MIN","easy-sweep-13 - rewards/step__MAX","helpful-sweep-9 - _step","helpful-sweep-9 - _step__MIN","helpful-sweep-9 - _step__MAX","helpful-sweep-9 - rewards/step","helpful-sweep-9 - rewards/step__MIN","helpful-sweep-9 - rewards/step__MAX","serene-sweep-7 - _step","serene-sweep-7 - _step__MIN","serene-sweep-7 - _step__MAX","serene-sweep-7 - rewards/step","serene-sweep-7 - rewards/step__MIN","serene-sweep-7 - rewards/step__MAX"
"18677760","229","229","229","3893.012939453125","3893.012939453125","3893.012939453125","229","229","229","3888.108154296875","3888.108154296875","3888.108154296875","229","229","229","3720.92431640625","3720.92431640625","3720.92431640625","229","229","229","4132.83154296875","4132.83154296875","4132.83154296875","229","229","229","3796.81201171875","3796.81201171875","3796.81201171875"
"18923520","232","232","232","3920.459716796875","3920.459716796875","3920.459716796875","232","232","232","3912.913330078125","3912.913330078125","3912.913330078125","232","232","232","3667.044189453125","3667.044189453125","3667.044189453125","232","232","232","4117.70263671875","4117.70263671875","4117.70263671875","232","232","232","4091.899658203125","4091.899658203125","4091.899658203125"
"19169280","235","235","235","3936.578125","3936.578125","3936.578125","235","235","235","3913.5224609375","3913.5224609375","3913.5224609375","235","235","235","3760.80078125","3760.80078125","3760.80078125","235","235","235","4151.2744140625","4151.2744140625","4151.2744140625","235","235","235","4109.0634765625","4109.0634765625","4109.0634765625"
"19415040","238","238","238","3936.598388671875","3936.598388671875","3936.598388671875","238","238","238","3908.884521484375","3908.884521484375","3908.884521484375","238","238","238","3781.62744140625","3781.62744140625","3781.62744140625","238","238","238","4164.59912109375","4164.59912109375","4164.59912109375","238","238","238","4039.917724609375","4039.917724609375","4039.917724609375"
"19660800","241","241","241","3946.1845703125","3946.1845703125","3946.1845703125","241","241","241","3876.1640625","3876.1640625","3876.1640625","241","241","241","3834.28369140625","3834.28369140625","3834.28369140625","241","241","241","4157.25537109375","4157.25537109375","4157.25537109375","241","241","241","4109.65283203125","4109.65283203125","4109.65283203125"
"19906560","244","244","244","3916.790283203125","3916.790283203125","3916.790283203125","244","244","244","3863.511474609375","3863.511474609375","3863.511474609375","244","244","244","3733.992431640625","3733.992431640625","3733.992431640625","244","244","244","4171.1474609375","4171.1474609375","4171.1474609375","244","244","244","4192.8994140625","4192.8994140625","4192.8994140625"
"20152320","247","247","247","3943.748046875","3943.748046875","3943.748046875","247","247","247","3909.087646484375","3909.087646484375","3909.087646484375","247","247","247","3820.41796875","3820.41796875","3820.41796875","247","247","247","4178.44189453125","4178.44189453125","4178.44189453125","247","247","247","4225.50830078125","4225.50830078125","4225.50830078125"
"20398080","250","250","250","3950.1015625","3950.1015625","3950.1015625","250","250","250","3946.390869140625","3946.390869140625","3946.390869140625","250","250","250","3879.630615234375","3879.630615234375","3879.630615234375","250","250","250","4196.318359375","4196.318359375","4196.318359375","250","250","250","4238.70068359375","4238.70068359375","4238.70068359375"
"20643840","253","253","253","3885.1904296875","3885.1904296875","3885.1904296875","253","253","253","3939.603759765625","3939.603759765625","3939.603759765625","253","253","253","3887.875732421875","3887.875732421875","3887.875732421875","253","253","253","4196.830078125","4196.830078125","4196.830078125","253","253","253","4223.7392578125","4223.7392578125","4223.7392578125"
"20889600","256","256","256","3943.81689453125","3943.81689453125","3943.81689453125","256","256","256","3941.197998046875","3941.197998046875","3941.197998046875","256","256","256","3839.22119140625","3839.22119140625","3839.22119140625","256","256","256","4123.21484375","4123.21484375","4123.21484375","256","256","256","4236.7744140625","4236.7744140625","4236.7744140625"
"21135360","259","259","259","3971.00439453125","3971.00439453125","3971.00439453125","259","259","259","3951.399658203125","3951.399658203125","3951.399658203125","259","259","259","3893.570556640625","3893.570556640625","3893.570556640625","259","259","259","4180.45751953125","4180.45751953125","4180.45751953125","259","259","259","4165.36328125","4165.36328125","4165.36328125"
"21381120","262","262","262","3973.87451171875","3973.87451171875","3973.87451171875","262","262","262","4000.31298828125","4000.31298828125","4000.31298828125","262","262","262","3966.345458984375","3966.345458984375","3966.345458984375","262","262","262","4190.73828125","4190.73828125","4190.73828125","262","262","262","4218.71728515625","4218.71728515625","4218.71728515625"
"21626880","265","265","265","3973.4814453125","3973.4814453125","3973.4814453125","265","265","265","3942.685302734375","3942.685302734375","3942.685302734375","265","265","265","3988.825439453125","3988.825439453125","3988.825439453125","265","265","265","4222.220703125","4222.220703125","4222.220703125","265","265","265","4238.533203125","4238.533203125","4238.533203125"
"21872640","268","268","268","3975.0654296875","3975.0654296875","3975.0654296875","268","268","268","3979.73583984375","3979.73583984375","3979.73583984375","268","268","268","3921.77734375","3921.77734375","3921.77734375","268","268","268","4236.84375","4236.84375","4236.84375","268","268","268","4266.751953125","4266.751953125","4266.751953125"
"22118400","271","271","271","3977.544921875","3977.544921875","3977.544921875","271","271","271","3994.599609375","3994.599609375","3994.599609375","271","271","271","3931.916259765625","3931.916259765625","3931.916259765625","271","271","271","4198.44091796875","4198.44091796875","4198.44091796875","271","271","271","4253.43310546875","4253.43310546875","4253.43310546875"
"22364160","274","274","274","3968.7490234375","3968.7490234375","3968.7490234375","274","274","274","3989.11181640625","3989.11181640625","3989.11181640625","274","274","274","3972.91650390625","3972.91650390625","3972.91650390625","274","274","274","4243.24267578125","4243.24267578125","4243.24267578125","274","274","274","4274.08349609375","4274.08349609375","4274.08349609375"
"22609920","277","277","277","3976.989501953125","3976.989501953125","3976.989501953125","277","277","277","3964.40869140625","3964.40869140625","3964.40869140625","277","277","277","3999.374267578125","3999.374267578125","3999.374267578125","277","277","277","4235.76904296875","4235.76904296875","4235.76904296875","277","277","277","4230.970703125","4230.970703125","4230.970703125"
"22855680","280","280","280","3967.853271484375","3967.853271484375","3967.853271484375","280","280","280","3985.6142578125","3985.6142578125","3985.6142578125","280","280","280","4013.178466796875","4013.178466796875","4013.178466796875","280","280","280","4263.27685546875","4263.27685546875","4263.27685546875","280","280","280","4255.021484375","4255.021484375","4255.021484375"
"23101440","283","283","283","3978.49462890625","3978.49462890625","3978.49462890625","283","283","283","4010.427490234375","4010.427490234375","4010.427490234375","283","283","283","4028.691162109375","4028.691162109375","4028.691162109375","283","283","283","4090.091552734375","4090.091552734375","4090.091552734375","283","283","283","4266.4619140625","4266.4619140625","4266.4619140625"
"23347200","286","286","286","3971.299560546875","3971.299560546875","3971.299560546875","286","286","286","4021.869384765625","4021.869384765625","4021.869384765625","286","286","286","4040.248291015625","4040.248291015625","4040.248291015625","286","286","286","4234.87744140625","4234.87744140625","4234.87744140625","286","286","286","4228.953125","4228.953125","4228.953125"
"23592960","289","289","289","3974.486572265625","3974.486572265625","3974.486572265625","289","289","289","3970.320556640625","3970.320556640625","3970.320556640625","289","289","289","4042.287353515625","4042.287353515625","4042.287353515625","289","289","289","4251.0810546875","4251.0810546875","4251.0810546875","289","289","289","4225.5400390625","4225.5400390625","4225.5400390625"
"23838720","292","292","292","3922.609619140625","3922.609619140625","3922.609619140625","292","292","292","3974.52490234375","3974.52490234375","3974.52490234375","292","292","292","4051.812744140625","4051.812744140625","4051.812744140625","292","292","292","4296.6484375","4296.6484375","4296.6484375","292","292","292","4208.3955078125","4208.3955078125","4208.3955078125"
"24084480","295","295","295","3992.017822265625","3992.017822265625","3992.017822265625","295","295","295","4038.3935546875","4038.3935546875","4038.3935546875","295","295","295","4065.454345703125","4065.454345703125","4065.454345703125","295","295","295","4296.13232421875","4296.13232421875","4296.13232421875","295","295","295","4257.1298828125","4257.1298828125","4257.1298828125"
"24330240","298","298","298","4026.276123046875","4026.276123046875","4026.276123046875","298","298","298","4068.575439453125","4068.575439453125","4068.575439453125","298","298","298","4054.435302734375","4054.435302734375","4054.435302734375","298","298","298","4313.88623046875","4313.88623046875","4313.88623046875","298","298","298","4314.775390625","4314.775390625","4314.775390625"
"24576000","301","301","301","4003.670654296875","4003.670654296875","4003.670654296875","301","301","301","4026.24169921875","4026.24169921875","4026.24169921875","301","301","301","4081.164794921875","4081.164794921875","4081.164794921875","301","301","301","4323.671875","4323.671875","4323.671875","301","301","301","4275.765625","4275.765625","4275.765625"
"24821760","304","304","304","3980.745849609375","3980.745849609375","3980.745849609375","304","304","304","4055.72607421875","4055.72607421875","4055.72607421875","304","304","304","4096.16650390625","4096.16650390625","4096.16650390625","304","304","304","4336.18701171875","4336.18701171875","4336.18701171875","304","304","304","4270.2998046875","4270.2998046875","4270.2998046875"
"25067520","307","307","307","4036.8330078125","4036.8330078125","4036.8330078125","307","307","307","4068.65576171875","4068.65576171875","4068.65576171875","307","307","307","4102.6279296875","4102.6279296875","4102.6279296875","307","307","307","4334.20849609375","4334.20849609375","4334.20849609375","307","307","307","4285.8857421875","4285.8857421875","4285.8857421875"
"25313280","310","310","310","4053.59033203125","4053.59033203125","4053.59033203125","310","310","310","4082.837646484375","4082.837646484375","4082.837646484375","310","310","310","4094.418701171875","4094.418701171875","4094.418701171875","310","310","310","4342.26025390625","4342.26025390625","4342.26025390625","310","310","310","4296.04541015625","4296.04541015625","4296.04541015625"
"25559040","313","313","313","4064.438232421875","4064.438232421875","4064.438232421875","313","313","313","4107.53466796875","4107.53466796875","4107.53466796875","313","313","313","4102.1513671875","4102.1513671875","4102.1513671875","313","313","313","4339.73291015625","4339.73291015625","4339.73291015625","313","313","313","4288.00732421875","4288.00732421875","4288.00732421875"
"25804800","316","316","316","4042.74658203125","4042.74658203125","4042.74658203125","316","316","316","4084.6611328125","4084.6611328125","4084.6611328125","316","316","316","4103.61376953125","4103.61376953125","4103.61376953125","316","316","316","4355.7197265625","4355.7197265625","4355.7197265625","316","316","316","4256.2763671875","4256.2763671875","4256.2763671875"
"26050560","319","319","319","4061.16845703125","4061.16845703125","4061.16845703125","319","319","319","4155.6708984375","4155.6708984375","4155.6708984375","319","319","319","4108.97021484375","4108.97021484375","4108.97021484375","319","319","319","4342.0546875","4342.0546875","4342.0546875","319","319","319","4331.8701171875","4331.8701171875","4331.8701171875"
"26296320","322","322","322","4053.778564453125","4053.778564453125","4053.778564453125","322","322","322","4165.97412109375","4165.97412109375","4165.97412109375","322","322","322","4112.71337890625","4112.71337890625","4112.71337890625","322","322","322","4369.9912109375","4369.9912109375","4369.9912109375","322","322","322","4346.71875","4346.71875","4346.71875"
"26542080","325","325","325","4057.294921875","4057.294921875","4057.294921875","325","325","325","4161.126953125","4161.126953125","4161.126953125","325","325","325","4116.1689453125","4116.1689453125","4116.1689453125","325","325","325","4394.47998046875","4394.47998046875","4394.47998046875","325","325","325","4325.3759765625","4325.3759765625","4325.3759765625"
"26787840","328","328","328","4054.0771484375","4054.0771484375","4054.0771484375","328","328","328","4159.37158203125","4159.37158203125","4159.37158203125","328","328","328","4115.5009765625","4115.5009765625","4115.5009765625","328","328","328","4399.0859375","4399.0859375","4399.0859375","328","328","328","4374.75634765625","4374.75634765625","4374.75634765625"
"27033600","331","331","331","4065.0966796875","4065.0966796875","4065.0966796875","331","331","331","4160.3388671875","4160.3388671875","4160.3388671875","331","331","331","4126.328125","4126.328125","4126.328125","331","331","331","4405.73486328125","4405.73486328125","4405.73486328125","331","331","331","4373.0126953125","4373.0126953125","4373.0126953125"
"27279360","334","334","334","4067.728759765625","4067.728759765625","4067.728759765625","334","334","334","4161.9189453125","4161.9189453125","4161.9189453125","334","334","334","4132.2744140625","4132.2744140625","4132.2744140625","334","334","334","4397.03955078125","4397.03955078125","4397.03955078125","334","334","334","4374.58642578125","4374.58642578125","4374.58642578125"
"27525120","337","337","337","4090.189697265625","4090.189697265625","4090.189697265625","337","337","337","4141.01416015625","4141.01416015625","4141.01416015625","337","337","337","4126.8798828125","4126.8798828125","4126.8798828125","337","337","337","4411.0380859375","4411.0380859375","4411.0380859375","337","337","337","4369.2939453125","4369.2939453125","4369.2939453125"
"27770880","340","340","340","4106.90625","4106.90625","4106.90625","340","340","340","4153.5625","4153.5625","4153.5625","340","340","340","4140.1865234375","4140.1865234375","4140.1865234375","340","340","340","4417.92041015625","4417.92041015625","4417.92041015625","340","340","340","4387.77392578125","4387.77392578125","4387.77392578125"
"28016640","343","343","343","4071.367431640625","4071.367431640625","4071.367431640625","343","343","343","4146.60400390625","4146.60400390625","4146.60400390625","343","343","343","4144.0166015625","4144.0166015625","4144.0166015625","343","343","343","4416.267578125","4416.267578125","4416.267578125","343","343","343","4389.90478515625","4389.90478515625","4389.90478515625"
"28262400","346","346","346","4114.55224609375","4114.55224609375","4114.55224609375","346","346","346","4161.162109375","4161.162109375","4161.162109375","346","346","346","4149.1962890625","4149.1962890625","4149.1962890625","346","346","346","4419.45458984375","4419.45458984375","4419.45458984375","346","346","346","4392.94384765625","4392.94384765625","4392.94384765625"
